#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,SMILES,MNXM_ID,chebi_id,kegg_id,metMetaNetXID_new,standard_smiles,inchikey0
,palmitoleoyl-CoA(4-)[c],palmitoleoyl-CoA(4-),,bigg.metabolite/hdcoa;chebi/CHEBI:61540;kegg.compound/C21072;metanetx.chemical/MNXM781;sbo/SBO:0000247,C37H60N7O17P3S,,c,s_2877,-4.0,CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],MNXM781,CHEBI:61540,C21072,MNXM738540,CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],QBYOCCWNZAOZTL
,icosanoyl-CoA[c],icosanoyl-CoA,,bigg.metabolite/arachcoa;chebi/CHEBI:15527;kegg.compound/C02041;metanetx.chemical/MNXM1429;sbo/SBO:0000247,C41H70N7O17P3S,,c,s_2878,-4.0,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM1429,CHEBI:15527,C02041,MNXM728390,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,JYLSVNBJLYCSSW
,icosanoyl-CoA[p],icosanoyl-CoA,,bigg.metabolite/arachcoa;chebi/CHEBI:15527;kegg.compound/C02041;metanetx.chemical/MNXM1429;sbo/SBO:0000247,C41H70N7O17P3S,,p,s_2879,-4.0,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM1429,CHEBI:15527,C02041,MNXM728390,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,JYLSVNBJLYCSSW
,docosanoyl-CoA[c],docosanoyl-CoA,,bigg.metabolite/docoscoa;chebi/CHEBI:65088;kegg.compound/C16528;metanetx.chemical/MNXM10780;sbo/SBO:0000247,C43H74N7O17P3S,,c,s_2880,-4.0,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM10780,CHEBI:65088,C16528,MNXM726559,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,NDDZLVOCGALPLR
,docosanoyl-CoA[p],docosanoyl-CoA,,bigg.metabolite/docoscoa;chebi/CHEBI:65088;kegg.compound/C16528;metanetx.chemical/MNXM10780;sbo/SBO:0000247,C43H74N7O17P3S,,p,s_2881,-4.0,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM10780,CHEBI:65088,C16528,MNXM726559,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,NDDZLVOCGALPLR
,butyrate[p],butyrate,,bigg.metabolite/but;chebi/CHEBI:17968;kegg.compound/C00246;metanetx.chemical/MNXM458;sbo/SBO:0000247,C4H7O2,,p,s_2882,-1.0,CCCC(=O)[O-],MNXM458,CHEBI:17968,C00246,,CCCC(=O)[O-],FERIUCNNQQJTOY
,hexanoate[p],hexanoate,,bigg.metabolite/hxa;chebi/CHEBI:17120;kegg.compound/C01585;metanetx.chemical/MNXM1653;sbo/SBO:0000247,C6H11O2,,p,s_2883,-1.0,CCCCCC(=O)[O-],MNXM1653,CHEBI:17120,C01585,,CCCCCC(=O)[O-],FUZZWVXGSFPDMH
,butanoyl-CoA[p],butanoyl-CoA,,bigg.metabolite/btcoa;chebi/CHEBI:57371;kegg.compound/C00136;metanetx.chemical/MNXM233;sbo/SBO:0000247,C25H38N7O17P3S,,p,s_2884,-4.0,CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM233,CHEBI:57371,C00136,MNXM732809,CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CRFNGMNYKDXRTN
,hexanoyl-CoA[p],hexanoyl-CoA,,bigg.metabolite/hxcoa;chebi/CHEBI:27540;kegg.compound/C05270;metanetx.chemical/MNXM553;sbo/SBO:0000247,C27H46N7O17P3S,,p,s_2885,0.0,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM553,CHEBI:27540,C05270,MNXM1103616,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,OEXFMSFODMQEPE
,but-2-enoyl-CoA[p],but-2-enoyl-CoA,,bigg.metabolite/b2coa;chebi/CHEBI:36926;kegg.compound/C00877;metanetx.chemical/MNXM214;sbo/SBO:0000247,C25H40N7O17P3S,,p,s_2886,0.0,CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM214,CHEBI:36926,C00877,MNXM732505,CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,KFWWCMJSYSSPSK
,trans-hex-2-enoyl-CoA[p],trans-hex-2-enoyl-CoA,,bigg.metabolite/hx2coa;chebi/CHEBI:28706;kegg.compound/C05271;metanetx.chemical/MNXM753;sbo/SBO:0000247,C27H44N7O17P3S,,p,s_2887,0.0,CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM753,CHEBI:28706,C05271,MNXM740026,CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,OINXHIBNZUUIMR
,trans-oct-2-enoyl-CoA[p],trans-oct-2-enoyl-CoA,,bigg.metabolite/oc2coa;chebi/CHEBI:27537;kegg.compound/C05276;metanetx.chemical/MNXM784;sbo/SBO:0000247,C29H44N7O17P3S,,p,s_2888,-4.0,CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM784,CHEBI:27537,C05276,MNXM731462,CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CPSDNAXXKWVYIY
,trans-icos-2-enoyl-CoA[p],trans-icos-2-enoyl-CoA,,metanetx.chemical/MNXM22115;sbo/SBO:0000247,C41H68N7O17P3S,,p,s_2889,-4.0,CCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],MNXM22115,,,MNXM732673,CCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],ROOFWBIMBMJYGA
,trans-docos-2-enoyl-CoA[p],trans-docos-2-enoyl-CoA,,metanetx.chemical/MNXM97615;sbo/SBO:0000247,C43H72N7O17P3S,,p,s_2890,-4.0,CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],MNXM97615,,,MNXM741760,CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],KRTIFNFQCJTGMV
,trans-tetracos-2-enoyl-CoA[p],trans-tetracos-2-enoyl-CoA,,bigg.metabolite/CE2245;chebi/CHEBI:75068;metanetx.chemical/MNXM97616;sbo/SBO:0000247,C45H76N7O17P3S,,p,s_2891,-4.0,CCCCCCCCCCCCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,MNXM97616,CHEBI:75068,,MNXM741763,CCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,UVJKZCSQLMWPMV
,"trans-2,cis-9-hexadecadienoyl-CoA[p]","trans-2,cis-9-hexadecadienoyl-CoA",,chebi/CHEBI:78178;metanetx.chemical/MNXM146680;sbo/SBO:0000247,C37H62N7O17P3S,,p,s_2892,0.0,CCCCCC\C=C/CCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,MNXM146680,CHEBI:78178,,,CCCCCC/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,BEQWCBBSKHMRCA
,cis-tetradec-7-enoyl-CoA[p],cis-tetradec-7-enoyl-CoA,,sbo/SBO:0000247,C35H60N7O17P3S,,p,s_2893,0.0,,,,,,,
,"trans-2,cis-7-tetradecadienoyl-CoA[p]","trans-2,cis-7-tetradecadienoyl-CoA",,chebi/CHEBI:88067;sbo/SBO:0000247,C35H58N7O17P3S,,p,s_2894,0.0,S(C(=O)\C=C\C/C=C\CCCCCCCC)CCNC(CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@@H](N2C3=C(C(=NC=N3)N)N=C2)[C@@H]([C@@H]1OP(O)(O)=O)O)(=O)O)(=O)O)(C)C)O)=O,,CHEBI:88067,,,CCCCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,JVEFYXPCQBMMAA
,cis-dodec-5-enoyl-CoA[p],cis-dodec-5-enoyl-CoA,,sbo/SBO:0000247,C33H56N7O17P3S,,p,s_2895,0.0,,,,,,,
,"trans-2,cis-5-dodecadienoyl-CoA[p]","trans-2,cis-5-dodecadienoyl-CoA",,sbo/SBO:0000247,C33H54N7O17P3S,,p,s_2896,0.0,,,,,,,
,"trans-2,cis-9-octadecadienoyl-CoA[p]","trans-2,cis-9-octadecadienoyl-CoA",,bigg.metabolite/lnlccoa;chebi/CHEBI:15530;kegg.compound/C02050;metanetx.chemical/MNXM638;sbo/SBO:0000247,C39H62N7O17P3S,,p,s_2897,-4.0,CCCCC\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,MNXM638,CHEBI:15530,C02050,MNXM735506,CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,YECLLIMZHNYFCK
,cis-hexadec-7-enoyl-CoA[p],cis-hexadec-7-enoyl-CoA,,chebi/CHEBI:88008;metanetx.chemical/MNXM149511;sbo/SBO:0000247,C37H64N7O17P3S,,p,s_2898,0.0,CCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],MNXM149511,CHEBI:88008,,MNXM1101255,CCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],MJWMOLDKMBISOB
,"trans-2,cis-7-hexadecadienoyl-CoA[p]","trans-2,cis-7-hexadecadienoyl-CoA",,chebi/CHEBI:88086;sbo/SBO:0000247,C37H62N7O17P3S,,p,s_2899,0.0,[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC([C@H](C(NCCC(NCCSC(=O)/C=C/CCC/C=C\CCCCCCCC)=O)=O)O)(C)C)(=O)O)(=O)O)[C@H]([C@H]1O)OP(O)(O)=O,,CHEBI:88086,,,CCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,YQARRKBGBKPBCX
,cis-tetradec-5-enoyl-CoA[p],cis-tetradec-5-enoyl-CoA,,chebi/CHEBI:70712;metanetx.chemical/MNXM103862;sbo/SBO:0000247,C35H60N7O17P3S,,p,s_2900,0.0,CCCCCCCCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM103862,CHEBI:70712,,MNXM1101197,CCCCCCCCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MRVDZOHJMLTLHJ
,"trans-2,cis-5-tetradecadienoyl-CoA[p]","trans-2,cis-5-tetradecadienoyl-CoA",,sbo/SBO:0000247,C35H58N7O17P3S,,p,s_2901,0.0,,,,,,,
,(R)-3-hydroxybutanoyl-CoA[p],(R)-3-hydroxybutanoyl-CoA,,chebi/CHEBI:15452;kegg.compound/C03561;metanetx.chemical/MNXM1058;sbo/SBO:0000247,C25H38N7O18P3S,,p,s_2902,-4.0,CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM1058,CHEBI:15452,C03561,MNXM726347,CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,QHHKKMYHDBRONY
,(R)-3-hydroxyhexanoyl-CoA[p],(R)-3-hydroxyhexanoyl-CoA,,bigg.metabolite/R_3hhcoa;chebi/CHEBI:74474;sbo/SBO:0000247,C27H46N7O18P3S,,p,s_2903,0.0,CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],,CHEBI:74474,,,CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],VAAHKRMGOFIORX
,(R)-3-hydroxyoctanoyl-CoA[p],(R)-3-hydroxyoctanoyl-CoA,,bigg.metabolite/R_3hocoa;chebi/CHEBI:28573;kegg.compound/C05278;metanetx.chemical/MNXM31570;sbo/SBO:0000247,C29H50N7O18P3S,,p,s_2904,0.0,CCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM31570,CHEBI:28573,C05278,,CCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,ATVGTMKWKDUCMS
,(R)-3-hydroxyicosanoyl-CoA[p],(R)-3-hydroxyicosanoyl-CoA,,chebi/CHEBI:76453;metanetx.chemical/MNXM36530;sbo/SBO:0000247,C41H70N7O18P3S,,p,s_2905,-4.0,CCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM36530,CHEBI:76453,,MNXM728798,CCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,KNSVYMFEJLUJST
,(R)-3-hydroxydocosanoyl-CoA[p],(R)-3-hydroxydocosanoyl-CoA,,chebi/CHEBI:76375;metanetx.chemical/MNXM162568;sbo/SBO:0000247,C43H74N7O18P3S,,p,s_2906,-4.0,CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM162568,CHEBI:76375,,MNXM1102090,CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,VNJQSRVXTRJVAZ
,(R)-3-hydroxytetracosanoyl-CoA[p],(R)-3-hydroxytetracosanoyl-CoA,,chebi/CHEBI:76463;metanetx.chemical/MNXM36558;sbo/SBO:0000247,C45H78N7O18P3S,,p,s_2907,-4.0,CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM36558,CHEBI:76463,,MNXM734898,CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,QIBKBVRVOFIKLN
,(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA[p],(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA,,sbo/SBO:0000247,C37H64N7O18P3S,,p,s_2908,0.0,,,,,,,
,(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA[p],(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA,,sbo/SBO:0000247,C35H60N7O18P3S,,p,s_2909,0.0,,,,,,,
,(R)-3-hydroxy-cis-dodec-5-enoyl-CoA[p],(R)-3-hydroxy-cis-dodec-5-enoyl-CoA,,sbo/SBO:0000247,C33H56N7O18P3S,,p,s_2910,0.0,,,,,,,
,(R)-3-hydroxy-cis-octadec-9-enoyl-CoA[p],(R)-3-hydroxy-cis-octadec-9-enoyl-CoA,,chebi/CHEBI:87781;metanetx.chemical/MNXM149457;sbo/SBO:0000247,C39H68N7O18P3S,,p,s_2911,0.0,[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC(C)([C@H](C(NCCC(NCCSC(C[C@H](CCCCC/C=C\CCCCCCCC)O)=O)=O)=O)O)C)(=O)O)(=O)O)[C@H]([C@H]1O)OP(O)(O)=O,MNXM149457,CHEBI:87781,,MNXM1101975,CCCCCCCC/C=C\CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,LHAYYTCFPMUQNR
,(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA[p],(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA,,chebi/CHEBI:88087;sbo/SBO:0000247,C37H64N7O18P3S,,p,s_2912,0.0,[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC([C@H](C(NCCC(NCCSC(=O)C[C@H](CCC/C=C\CCCCCCCC)O)=O)=O)O)(C)C)(=O)O)(=O)O)[C@H]([C@H]1O)OP(O)(O)=O,,CHEBI:88087,,,CCCCCCCC/C=C\CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,KZLHPKRIEDLQGG
,(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA[p],(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA,,chebi/CHEBI:88072;sbo/SBO:0000247,C35H60N7O18P3S,,p,s_2913,0.0,S(C(=O)C[C@H](C/C=C\CCCCCCCC)O)CCNC(CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@@H](N2C3=C(C(=NC=N3)N)N=C2)[C@@H]([C@@H]1OP(O)(O)=O)O)(=O)O)(=O)O)(C)C)O)=O,,CHEBI:88072,,,CCCCCCCC/C=C\C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,KJJPUIFALMAQPF
,acetoacetyl-CoA[p],acetoacetyl-CoA,,bigg.metabolite/aacoa;chebi/CHEBI:57286;kegg.compound/C00332;metanetx.chemical/MNXM133;sbo/SBO:0000247,C25H36N7O18P3S,,p,s_2914,-4.0,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM133,CHEBI:57286,C00332,MNXM725926,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,OJFDKHTZOUZBOS
,3-oxohexanoyl-CoA[p],3-oxohexanoyl-CoA,,bigg.metabolite/3ohcoa;chebi/CHEBI:27648;kegg.compound/C05269;metanetx.chemical/MNXM717;sbo/SBO:0000247,C27H44N7O18P3S,,p,s_2915,0.0,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM717,CHEBI:27648,C05269,MNXM739601,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,NFOYYXQAVVYWKV
,3-oxooctanoyl-CoA[p],3-oxooctanoyl-CoA,,bigg.metabolite/3oocoa;chebi/CHEBI:28264;kegg.compound/C05267;metanetx.chemical/MNXM706;sbo/SBO:0000247,C29H48N7O18P3S,,p,s_2916,0.0,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM706,CHEBI:28264,C05267,MNXM1103771,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,WPIVBCGRGVNDDT
,3-oxoicosanoyl-CoA[p],3-oxoicosanoyl-CoA,,bigg.metabolite/CE2251;chebi/CHEBI:52327;metanetx.chemical/MNXM36762;sbo/SBO:0000247,C41H68N7O18P3S,,p,s_2917,-4.0,CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM36762,CHEBI:52327,,MNXM734937,CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,FYBVHNZJDVUVLJ
,3-oxodocosanoyl-CoA[p],3-oxodocosanoyl-CoA,,bigg.metabolite/CE2250;chebi/CHEBI:52328;metanetx.chemical/MNXM36756;sbo/SBO:0000247,C43H72N7O18P3S,,p,s_2918,-4.0,CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM36756,CHEBI:52328,,MNXM1103369,CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,RKCOGGUHKPTOQJ
